# Units ############################################################################################################################### 
## 								ORBIT SIMULATOR - NBODY DATA FILE
## 								[???] OBJECTS - INITIAL CONDITIONS
##									FILE FORMAT: [03]
##
## SOURCE: [Moritz Lehmann - http://projectphysx.netne.net/]
##
##
##	Notice: Any line starting with “##” will be omitted by the program, and are safe to edit. Any other change to the file may cause 
##	corruption.
##
[3]
                      ,  255,   0, 255,                    5.0,   true,       ,                 1000.0,                    0.0,                    0.0,                    0.0,                    0.0,                    0.0,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   31.0,                    0.0,                    0.0,                    0.0,      40.16096644512494,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   32.0,                    0.0,                    0.0,                    0.0,     39.528470752104745,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   33.0,                    0.0,                    0.0,                    0.0,      38.92494720807615,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   34.0,                    0.0,                    0.0,                    0.0,      38.34824944236852,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   35.0,                    0.0,                    0.0,                    0.0,      37.79644730092272,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   36.0,                    0.0,                    0.0,                    0.0,      37.26779962499649,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   37.0,                    0.0,                    0.0,                    0.0,     36.760731104690386,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   38.0,                    0.0,                    0.0,                    0.0,      36.27381250550059,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   39.0,                    0.0,                    0.0,                    0.0,      35.80574370197164,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   40.0,                    0.0,                    0.0,                    0.0,      35.35533905932738,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   41.0,                    0.0,                    0.0,                    0.0,      34.92151478847891,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   42.0,                    0.0,                    0.0,                    0.0,      34.50327796711771,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   43.0,                    0.0,                    0.0,                    0.0,      34.09971697352368,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   44.0,                    0.0,                    0.0,                    0.0,       33.7099931231621,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   45.0,                    0.0,                    0.0,                    0.0,     33.333333333333336,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   46.0,                    0.0,                    0.0,                    0.0,      32.96902366978935,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   47.0,                    0.0,                    0.0,                    0.0,      32.61640365267211,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   48.0,                    0.0,                    0.0,                    0.0,     32.274861218395145,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   49.0,                    0.0,                    0.0,                    0.0,     31.943828249996997,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   50.0,                    0.0,                    0.0,                    0.0,     31.622776601683793,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   51.0,                    0.0,                    0.0,                    0.0,     31.311214554257475,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   52.0,                    0.0,                    0.0,                    0.0,     31.008683647302114,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   53.0,                    0.0,                    0.0,                    0.0,      30.71475584169756,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   54.0,                    0.0,                    0.0,                    0.0,     30.429030972509228,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   55.0,                    0.0,                    0.0,                    0.0,      30.15113445777636,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   56.0,                    0.0,                    0.0,                    0.0,      29.88071523335984,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   57.0,                    0.0,                    0.0,                    0.0,     29.617443887954618,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   58.0,                    0.0,                    0.0,                    0.0,     29.361010975735173,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   59.0,                    0.0,                    0.0,                    0.0,     29.111125486979102,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   60.0,                    0.0,                    0.0,                    0.0,     28.867513459481287,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   61.0,                    0.0,                    0.0,                    0.0,     28.629916715693412,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   62.0,                    0.0,                    0.0,                    0.0,     28.398091712353242,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   63.0,                    0.0,                    0.0,                    0.0,     28.171808490950554,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   64.0,                    0.0,                    0.0,                    0.0,      27.95084971874737,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   65.0,                    0.0,                    0.0,                    0.0,     27.735009811261456,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   66.0,                    0.0,                    0.0,                    0.0,     27.524094128159017,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   67.0,                    0.0,                    0.0,                    0.0,      27.31791823540765,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   68.0,                    0.0,                    0.0,                    0.0,     27.116307227332022,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   69.0,                    0.0,                    0.0,                    0.0,     26.919095102908276,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   70.0,                    0.0,                    0.0,                    0.0,     26.726124191242437,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   71.0,                    0.0,                    0.0,                    0.0,     26.537244621713764,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   72.0,                    0.0,                    0.0,                    0.0,     26.352313834736496,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   73.0,                    0.0,                    0.0,                    0.0,     26.171196129510687,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   74.0,                    0.0,                    0.0,                    0.0,      25.99376224550182,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   75.0,                    0.0,                    0.0,                    0.0,     25.819888974716115,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   76.0,                    0.0,                    0.0,                    0.0,     25.649458802128855,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   77.0,                    0.0,                    0.0,                    0.0,     25.482359571881275,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   78.0,                    0.0,                    0.0,                    0.0,     25.318484177091666,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   79.0,                    0.0,                    0.0,                    0.0,      25.15773027133138,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   80.0,                    0.0,                    0.0,                    0.0,                   25.0,                    0.0,                       ,                       ,                         
                      ,  255,   0,   0,                    1.0,       ,       ,                 1.0E-5,                   81.0,                    0.0,                    0.0,                    0.0,     24.845199749997665,                    0.0,                       ,                       ,                         
